type,subtype,date,site,location,city,region,accident_type
Injury & Riddor,C - RIDDOR Over 7 Days,24/03/2014 08:50,Liverpool Waste Collection,On highway,Liverpool,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,24/03/2014 08:50,Liverpool Waste Collection,On highway,Liverpool,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,15/10/2015 08:10,Liverpool Waste Collection,Outdoors (not highway or railway),Liverpool,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,06/10/2015 13:30,Liverpool Waste Collection,In depot / yard,Liverpool,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,16/05/2014 12:40,Lockerbie Primary School,Outdoors (not highway or railway),Glasgow,Scotland,
Injury & Riddor,R - Non Work Related Incident,29/07/2015 07:45,London Boroughs TFM - Schools,General,City of London,London,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,15/04/2016 15:00,LUL BTP,In office / building,City of London,London,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,08/07/2014 12:00,LUL BTP,In office / building,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,22/04/2015 08:00,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,01/04/2015 07:30,Manchester - Domestic Collections North,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,16/10/2013 09:30,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,24/11/2014 08:50,Manchester - Domestic Collections North,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,05/03/2014 09:30,Manchester - Domestic Collections North,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,11/03/2014 09:00,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,06/03/2015 11:15,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,07/03/2014 10:25,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),08/10/2013 12:45,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,D-Struck against something fixed or stationary
Close Call or Near Miss,I - Close Call,17/11/2014 09:30,Manchester - Domestic Collections North,,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,23/09/2014 12:40,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,06/11/2013 09:00,Manchester - Domestic Collections North,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,21/10/2013 13:10,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,09/12/2014 07:20,Manchester - Domestic Collections North,On highway,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,27/08/2014 13:15,Manchester - Domestic Collections North,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,20/11/2013 10:15,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,21/01/2015 11:10,Manchester - Domestic Collections North,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,23/02/2015 11:15,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - Lost Time 4 to 7 Days,07/04/2015 08:30,Manchester - Domestic Collections North,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,31/12/2013 11:50,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,30/09/2014 09:00,Manchester - Domestic Collections North,On highway,Manchester,North West,O-Violence or attack
Injury & Riddor,C - Lost Time 4 to 7 Days,02/05/2014 08:30,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,27/04/2015 12:40,Manchester - Domestic Collections North,On highway,Manchester,North West,L-Exposure to explosion
Injury & Riddor,E - No Lost Time Personal Injury,17/12/2013 08:50,Manchester - Domestic Collections North,On highway,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,22/01/2014 12:00,Manchester - Domestic Collections North,In office / building,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,06/12/2013 08:15,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,04/05/2015 11:00,Manchester - Domestic Collections North,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),19/12/2013 11:30,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,29/05/2015 10:00,Manchester - Domestic Collections North,On highway,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,01/04/2014 09:30,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,03/10/2013 12:41,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,06/11/2014 13:20,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,02/01/2014 08:00,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,01/04/2014 09:30,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/11/2014 13:20,Manchester - Domestic Collections North,On highway,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,06/05/2015 14:00,Manchester - Domestic Collections North,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,02/10/2013 10:50,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,06/03/2014 14:00,Manchester - Domestic Collections North,In office / building,Manchester,North West,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,18/11/2014 07:30,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,01/07/2015 14:30,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,25/02/2014 11:00,Manchester - Domestic Collections North,In workshop / fabrication area,Manchester,North West,P-Other
Injury & Riddor,C - RIDDOR Over 7 Days,19/02/2015 00:00,Manchester - Domestic Collections North,On highway,Manchester,North West,A-Contact with moving machinery
Injury & Riddor,D - Lost Time (3 days or less),14/05/2014 09:30,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,29/12/2014 08:30,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,14/11/2013 11:10,Manchester - Domestic Collections North,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,30/12/2013 07:20,Manchester - Domestic Collections North,General,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,01/07/2014 11:20,Manchester - Domestic Collections North,Member of public's property,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),14/03/2014 12:00,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,14/05/2014 08:30,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,30/04/2015 12:20,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,A-Contact with moving machinery
Injury & Riddor,K - Road Traffic Accident With Injury,08/01/2015 07:15,Manchester - Domestic Collections North,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,22/08/2014 09:40,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,29/06/2015 09:50,Manchester - Domestic Collections North,On highway,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,10/10/2014 12:00,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - RIDDOR Over 7 Days,22/04/2015 09:25,Manchester - Domestic Collections North,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,27/05/2014 12:30,Manchester - Domestic Collections North,Outdoors (not highway or railway),Manchester,North West,A-Contact with moving machinery
Injury & Riddor,E - No Lost Time Personal Injury,13/10/2014 13:55,Manchester - Domestic Collections North,On highway,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,D - Lost Time (3 days or less),06/05/2015 12:45,Manchester - Domestic Collections North,On highway,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,12/07/2014 08:45,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,12/07/2014 08:45,Manchester - Domestic Collections North,In depot / yard,Manchester,North West,N-Injured by animal
Injury & Riddor,C - Lost Time 4 to 7 Days,22/04/2015 11:15,Manchester - Domestic Collections North,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,03/07/2014 10:46,Manchester - Domestic Collections South,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - Lost Time 4 to 7 Days,07/05/2014 11:00,Manchester - Domestic Collections South,On highway,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,01/08/2014 11:30,Manchester - Domestic Collections South,Member of public's property,Manchester,North West,A-Contact with moving machinery
Injury & Riddor,R - Non Work Related Incident,05/12/2013 08:45,Manchester - Domestic Collections South,General,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,04/11/2014 08:07,Manchester - Domestic Collections South,General,Manchester,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,09/03/2015 12:10,Manchester - Domestic Collections South,On highway,Manchester,North West,O-Violence or attack
Injury & Riddor,B - RIDDOR Specified Injury,12/06/2015 13:20,Manchester - Domestic Collections South,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,K - Road Traffic Accident With Injury,09/12/2013 08:50,Manchester - Domestic Collections South,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,13/11/2013 11:30,Manchester - Domestic Collections South,In depot / yard,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,26/06/2014 13:30,Manchester - Domestic Collections South,Outdoors (not highway or railway),Manchester,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,25/06/2014 10:30,Manchester - Domestic Collections South,Outdoors (not highway or railway),Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,11/09/2013 10:10,Manchester - Domestic Collections South,General,Manchester,North West,O-Violence or attack
Injury & Riddor,E - No Lost Time Personal Injury,06/02/2015 12:25,Manchester - Domestic Collections South,On highway,Manchester,North West,H-Fall from a height
Injury & Riddor,R - Non Work Related Incident,24/09/2013 13:30,Manchester - Domestic Collections South,Outdoors (not highway or railway),Manchester,North West,P-Other
Injury & Riddor,D - Lost Time (3 days or less),16/06/2014 07:52,Manchester - Domestic Collections South,On highway,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,25/03/2015 07:30,Manchester - Domestic Collections South,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,09/01/2015 08:45,Manchester - Domestic Collections South,Member of public's property,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,27/05/2015 08:30,Manchester - Domestic Collections South,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Close Call or Near Miss,I - Close Call,14/04/2015 09:30,Manchester - Domestic Collections South,,Manchester,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,16/07/2014 08:45,Manchester - Domestic Collections South,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,B - RIDDOR Specified Injury,14/07/2014 08:50,Manchester - Trade collections,In depot / yard,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,10/09/2014 12:30,Manchester - Trade collections,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,D - Lost Time (3 days or less),13/12/2016 07:00,Manchester - Trade collections,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,11/11/2016 09:30,Manchester - Trade collections,On highway,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,04/10/2013 09:30,Manchester - Trade collections,Outdoors (not highway or railway),Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,30/06/2014 15:30,Manchester - Trade collections,In office / building,Manchester,North West,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,22/08/2016 09:00,Manchester - Trade collections,In office / building,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,18/01/2014 07:30,Manchester - Trade collections,Outdoors (not highway or railway),Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,09/10/2013 11:25,Manchester - Trade collections,General,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - Lost Time 4 to 7 Days,08/06/2016 09:30,Manchester - Trade collections,General,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,C - RIDDOR Over 7 Days,22/06/2015 07:00,Manchester - Trade collections,Outdoors (not highway or railway),Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,01/04/2016 14:10,Manchester Streetlighting,On highway,Manchester,North West,H-Fall from a height
Injury & Riddor,C - Lost Time 4 to 7 Days,11/01/2013 13:30,Manchester Streetlighting,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,13/09/2015 18:30,Manchester Streetlighting,In depot / yard,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,05/04/2016 08:45,Manchester Streetlighting,In depot / yard,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,23/09/2016 10:50,Manchester Streetlighting,In depot / yard,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,05/03/2016 06:20,Manchester Streetlighting,In depot / yard,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,08/08/2014 08:20,Manchester Streetlighting,In office / building,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,D - Lost Time (3 days or less),26/06/2015 10:30,Manchester Streetlighting,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,K - Road Traffic Accident With Injury,01/08/2014 00:00,Manchester Streetlighting,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,22/08/2016 11:00,Manchester Streetlighting,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,13/05/2014 11:30,Manchester Streetlighting,Outdoors (not highway or railway),Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,18/07/2016 00:00,Manchester Streetlighting,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),11/01/2013 13:30,Manchester Streetlighting,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,30/03/2016 10:30,Manchester Streetlighting,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,19/08/2013 08:30,Manchester Streetlighting,General,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,04/12/2013 11:50,Matchworks,In office / building,Liverpool,North West,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,27/07/2016 11:20,Matchworks,In office / building,Liverpool,North West,
Injury & Riddor,E - No Lost Time Personal Injury,05/08/2016 17:00,Matchworks,In office / building,Liverpool,North West,
Injury & Riddor,E - No Lost Time Personal Injury,12/08/2016 12:35,Matchworks,Outdoors (not highway or railway),Liverpool,North West,
Injury & Riddor,E - No Lost Time Personal Injury,12/03/2014 12:30,Matchworks,In office / building,Liverpool,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,22/07/2014 13:20,Matchworks,In office / building,Liverpool,North West,P-Other
Injury & Riddor,R - Non Work Related Incident,08/08/2014 21:00,Matchworks,In office / building,Liverpool,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,07/08/2014 11:20,Matchworks,In office / building,Liverpool,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,27/01/2015 14:24,Matchworks,In office / building,Liverpool,North West,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,18/02/2015 18:40,Matchworks,In office / building,Liverpool,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,16/10/2014 10:15,Matchworks,In office / building,Liverpool,North West,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,17/12/2014 09:26,Meter Fit Churn,Outdoors (not highway or railway),Cardiff,Wales,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,21/01/2015 12:10,MHS South East Zone,Member of public's property,Winchester,South East,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/02/2014 16:00,MHS South East Zone,Member of public's property,Southampton,South East,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,24/04/2014 20:00,MHS South East Zone,Member of public's property,Portsmouth,South East,
Injury & Riddor,E - No Lost Time Personal Injury,29/07/2014 13:30,MHS South East Zone,Member of public's property,Winchester,South East,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,22/04/2014 11:00,MHS South East Zone,General,Winchester,South East,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,14/03/2014 00:00,Ministry of Justice - HQ Buildings,General,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,08/05/2014 13:00,MoD Whitehall,On highway,City of London,London,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,08/05/2014 13:00,MoD Whitehall,On highway,City of London,London,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,20/11/2015 00:00,MoJ TFM Prisons - East Midlands,General,Lincoln,East Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,25/07/2016 11:30,MoJ TFM Prisons - East Midlands,In workshop / fabrication area,Nottingham,East Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/08/2015 08:50,MoJ TFM Prisons - East Midlands,In office / building,Lincoln,East Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,04/10/2016 00:00,MoJ TFM Prisons - East Midlands,In office / building,Lincoln,East Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,09/06/2016 09:20,MoJ TFM Prisons - East Midlands,In office / building,Lancaster,East Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,01/10/2016 07:42,MoJ TFM Prisons - East Midlands,Outdoors (not highway or railway),Nottingham,East Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,01/02/2016 00:00,MoJ TFM Prisons - East Midlands,Outdoors (not highway or railway),Lincoln,East Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,15/09/2016 10:45,MoJ TFM Prisons - North West,General,Lancaster,North West,D-Struck against something fixed or stationary
Injury & Riddor,C - Lost Time 4 to 7 Days,17/01/2016 09:50,MoJ TFM Prisons - North West,General,Lancaster,North West,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,26/11/2015 12:00,MoJ TFM Prisons - North West,In depot / yard,Liverpool,North West,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,20/10/2015 14:30,MoJ TFM Prisons - North West,In office / building,Liverpool,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,30/08/2016 13:30,MoJ TFM Prisons - North West,General,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,30/07/2016 12:00,MoJ TFM Prisons - North West,In depot / yard,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,21/06/2015 14:40,MoJ TFM Prisons - North West,In office / building,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,19/08/2016 09:30,MoJ TFM Prisons - North West,General,Manchester,North West,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,06/12/2016 10:30,MoJ TFM Prisons - North West,In depot / yard,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,13/12/2015 15:30,MoJ TFM Prisons - North West,General,Lancaster,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,12/12/2015 11:50,MoJ TFM Prisons - North West,General,Liverpool,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,E - No Lost Time Personal Injury,25/02/2014 03:35,Amey Colas,On railway,Woodwalton,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,20/11/2015 18:00,MoJ TFM Prisons - West Midlands & Wales,General,Swansea,Wales,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,20/12/2016 09:15,MoJ TFM Prisons - West Midlands & Wales,General,Wolverhampton,West Midlands,
Injury & Riddor,E - No Lost Time Personal Injury,27/10/2016 14:30,MoJ TFM Prisons - West Midlands & Wales,General,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,20/11/2015 18:00,MoJ TFM Prisons - West Midlands & Wales,General,Swansea,Wales,
Injury & Riddor,R - Non Work Related Incident,21/07/2016 00:00,MoJ TFM Prisons - Yorkshire & Humberside,In office / building,Leeds,Yorkshire and the Humbler,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,24/11/2016 15:30,MoJ TFM Prisons - Yorkshire & Humberside,In office / building,Hull,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,13/10/2016 09:00,MoJ TFM Prisons - Yorkshire & Humberside,General,Hull,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,29/12/2016 00:00,MoJ TFM Prisons - Yorkshire & Humberside,In depot / yard,Hull,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,28/01/2016 07:30,MoJ TFM Prisons - Yorkshire & Humberside,General,Hull,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,01/09/2015 11:15,MoJ TFM Prisons - Yorkshire & Humberside,In office / building,Leeds,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,13/09/2016 10:10,MoJ TFM Prisons - Yorkshire & Humberside,General,Leeds,Yorkshire and the Humbler,T - Litter / waste picking incident
Injury & Riddor,E - No Lost Time Personal Injury,24/03/2016 10:00,MoJ TFM Prisons - Yorkshire & Humberside,General,Wakefield,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,21/08/2015 10:30,MoJ TFM Prisons - Yorkshire & Humberside,General,Wakefield,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,02/12/2016 11:28,MoJ TFM Prisons - Yorkshire & Humberside,General,Leeds,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,14/12/2016 00:00,MoJ TFM Prisons - Yorkshire & Humberside,In office / building,Wakefield,Yorkshire and the Humbler,H-Fall from a height
Injury & Riddor,R - Non Work Related Incident,12/05/2015 09:20,National Grid Metering NWM 648,Member of public's property,City of London,London,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,11/02/2016 12:00,National Grid Metering NWM 648,Member of public's property,Hull,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,13/09/2015 11:30,National Grid Metering NWM 648,Member of public's property,Leeds,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,15/04/2015 10:50,National Physical Laboratory,In office / building,City of London,London,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,27/06/2014 09:00,NDS - Birmingham,Outdoors (not highway or railway),Birmingham,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,27/08/2013 10:15,NDS - Birmingham,On highway,Birmingham,West Midlands,P-Other
Injury & Riddor,R - Non Work Related Incident,09/05/2013 08:30,NDS - Birmingham,General,Birmingham,West Midlands,C-Struck by a moving vehicle
Injury & Riddor,R - Non Work Related Incident,09/05/2013 08:30,NDS - Birmingham,General,Birmingham,West Midlands,C-Struck by a moving vehicle
